id,filename,yes,homeowner,rep_share,iBlackShare,iLatinoShare,iBAshare,logpop,logincome_revised,iLogTaxPerCap,IDcity,year
926,2007-Monterey-PacificGrove-P-Impartial.txt,42.6,0.4677,-0.2186,0.0122,0.0966,0.4543,4.1726,4.9431,2.9111,303,2007
927,2007-Monterey-PacificGrove-Q-Impartial.txt,47.5,0.4677,-0.2186,0.0122,0.0966,0.4543,4.1726,4.9431,2.9111,303,2007
928,2008-Monterey-PacificGrove-U-Impartial.txt,65.5,0.4688,-0.2216,0.0123,0.1002,0.4563,4.1724,4.9373,2.9297,303,2008
929,2009-Monterey-PacificGrove-J-Impartial.txt,65.9,0.4708,-0.2173,0.0125,0.1038,0.4582,4.1742,4.926,2.9588,303,2009
930,2010-Monterey-PacificGrove-Q-Impartial.txt,61.8,0.4703,-0.213,0.0127,0.1074,0.4602,4.1773,4.9288,2.9619,303,2010
932,1998-Monterey-Salinas-C-Impartial.txt,34.8,0.4886,-0.1102,0.0294,0.6143,0.1244,5.122,4.6111,2.3973,361,1998
933,2000-Monterey-Salinas-D-Impartial.txt,53.1,0.5015,-0.1443,0.0302,0.6413,0.123,5.1544,4.65,2.4343,361,2000
935,2004-Monterey-Salinas-P-Impartial.txt,54.7,0.489,-0.1297,0.0244,0.6847,0.1278,5.1706,4.682,2.4812,361,2004
936,2004-Monterey-Salinas-A-Impartial.txt,48.2,0.489,-0.1297,0.0244,0.6847,0.1278,5.1706,4.682,2.4812,361,2004
938,2004-Monterey-Salinas-C-Impartial.txt,51,0.489,-0.1297,0.0244,0.6847,0.1278,5.1706,4.682,2.4812,361,2004
939,2005-Monterey-Salinas-V-Impartial.txt,61.9,0.4836,-0.1442,0.0229,0.6956,0.129,5.1685,4.6953,2.5885,361,2005
940,2009-Monterey-Salinas-K-Impartial.txt,39.3,0.4747,-0.1968,0.017,0.7389,0.1337,5.1736,4.7163,2.7008,361,2009
942,2004-Monterey-SandCity-L-Impartial.txt,56.1,0.323,-0.0702,0.0455,0.3128,0.2171,2.4914,4.8359,4.0135,386,2004
957,2010-Napa-StHelena-C-Impartial.txt,39.4,0.5328,-0.1569,0.0024,0.3292,0.4669,3.7645,4.8689,3.071,421,2010
958,2003-Napa-Yountville-C-Impartial.txt,68.1,0.7186,-0.1672,0.0104,0.097,0.3537,3.5023,4.7773,2.9582,478,2003
959,1997-Nevada-GrassValley-A-Impartial.txt,78.3,0.4253,-0.0235,0.0023,0.0578,0.1609,3.9778,4.4759,2.5896,163,1997
981,1998-Nevada-Truckee-A-Impartial.txt,77.7,0.763,-0.0244,0.0016,0.1162,0.3061,4.1132,4.7542,2.6268,438,1998
990,1996-Orange-Anaheim-B-Impartial.txt,74,0.4956,0.0831,0.024,0.4063,0.1929,5.48,4.6595,2.5346,10,1996
991,2004-Orange-Brea-C-Impartial.txt,40.5,0.6519,0.1486,0.012,0.222,0.3642,4.5844,4.9213,2.7704,47,2004
992,2002-Orange-BuenaPark-I-Impartial.txt,65.9,0.5707,0.0278,0.0359,0.3465,0.2105,4.8954,4.738,2.5438,51,2002
993,2000-Orange-CostaMesa-O-Impartial.txt,52.5,0.405,0.0631,0.0121,0.3175,0.2909,5.0363,4.7439,2.6758,96,2000
994,2010-Orange-CostaMesa-L-Impartial.txt,52.2,0.4344,0.0071,0.0123,0.3583,0.3388,5.0412,4.8649,2.8258,96,2010
995,1996-Orange-GardenGrove-AA-Impartial.txt,54.8,0.596,0.0571,0.0122,0.2886,0.1546,5.1896,4.6512,2.1789,155,1996
996,1996-Orange-GardenGrove-BB-Impartial.txt,47.5,0.596,0.0571,0.0122,0.2886,0.1546,5.1896,4.6512,2.1789,155,1996
997,1996-Orange-GardenGrove-I-Impartial.txt,64.5,0.596,0.0571,0.0122,0.2886,0.1546,5.1896,4.6512,2.1789,155,1996
998,2000-Orange-GardenGrove-H-Impartial.txt,40.3,0.5959,0.023,0.0113,0.3245,0.15,5.218,4.6963,2.2576,155,2000
1005,1996-Orange-HuntingtonBeach-GG-Impartial.txt,46.6,0.5928,0.1055,0.008,0.1329,0.3443,5.2572,4.8025,2.4945,185,1996
1006,1996-Orange-HuntingtonBeach-J-Impartial.txt,46.4,0.5928,0.1055,0.008,0.1329,0.3443,5.2572,4.8025,2.4945,185,1996
1008,2002-Orange-LaHabra-II-Impartial.txt,50.7,0.5669,0.0614,0.0137,0.5067,0.1893,4.7785,4.7366,2.5251,204,2002
1009,2005-Orange-LaHabra-G-Impartial.txt,47.4,0.5699,0.0608,0.0138,0.5311,0.1998,4.7769,4.8163,2.6209,204,2005
1010,2006-Orange-LaHabra-U-Impartial.txt,46.7,0.5714,0.0505,0.0138,0.5393,0.2033,4.7752,4.8491,2.6678,204,2006
1011,2008-Orange-LaHabra-T-Impartial.txt,54.8,0.5715,0.0299,0.0138,0.5556,0.2103,4.7772,4.853,2.6856,204,2008
1014,2005-Orange-LagunaBeach-A-Impartial.txt,56,0.6208,-0.0933,0.0073,0.0694,0.5958,4.371,5.1575,3.099,213,2005
1017,2002-Orange-LosAlamitos-Q-Impartial.txt,67.6,0.4543,0.0464,0.0301,0.1704,0.3152,4.0624,4.8102,2.7317,238,2002
1019,2004-Orange-MissionViejo-K-Impartial.txt,40.6,0.8051,0.1348,0.0115,0.1407,0.4226,4.9833,4.9954,2.545,264,2004
1020,2002-Orange-Placentia-Z-Impartial.txt,37.2,0.6864,0.1186,0.0161,0.3217,0.3229,4.6803,4.8583,2.4714,322,2002
1022,1997-Orange-SanClemente-A-Impartial.txt,41.2,0.605,0.1682,0.0063,0.1498,0.3501,4.6722,4.8174,2.3748,367,1997
1023,2004-Orange-SantaAna-M-Impartial.txt,56.9,0.4927,-0.0615,0.0116,0.7694,0.1029,5.5256,4.6827,2.5063,388,2004
1024,2002-Orange-SealBeach-EE-Impartial.txt,49.6,0.7649,0.0281,0.013,0.0708,0.3866,4.3875,4.8818,2.6943,402,2002
1025,1997-Orange-Stanton-B-Impartial.txt,28.8,0.4945,-0.0209,0.0199,0.4427,0.1261,4.5448,4.5796,2.2632,422,1997
1026,2001-Orange-Stanton-A-Impartial.txt,69.9,0.4891,-0.0115,0.0192,0.4908,0.1239,4.5742,4.6194,2.3071,422,2001
1048,1996-Placer-Lincoln-E-Impartial.txt,39.1,0.644,0.0528,0.0029,0.255,0.097,3.9319,4.6232,2.0393,227,1996
1049,1996-Placer-Lincoln-S-Impartial.txt,14.4,0.644,0.0528,0.0029,0.255,0.097,3.9319,4.6232,2.0393,227,1996
1050,1998-Placer-Lincoln-U-Impartial.txt,59.9,0.6558,0.0816,0.0033,0.2574,0.1042,3.9554,4.6676,2.1189,227,1998
1051,2010-Placer-Lincoln-K-Impartial.txt,33.4,0.7996,0.1135,0.0135,0.1774,0.3051,4.6316,4.9094,2.3415,227,2010
1052,1996-Placer-Rocklin-H-Impartial.txt,47.2,0.6965,0.1178,0.0081,0.0755,0.3206,4.4388,4.7642,2.354,353,1996
1053,1998-Placer-Rocklin-P-Impartial.txt,75.8,0.7115,0.1286,0.0084,0.0773,0.3406,4.4766,4.8133,2.3664,353,1998
1054,2008-Placer-Rocklin-J-Impartial.txt,59.2,0.6919,0.0981,0.0131,0.1079,0.4004,4.7369,4.9938,2.7078,353,2008
1055,2009-Placer-Rocklin-A-Impartial.txt,82.7,0.7001,0.1032,0.0137,0.1115,0.4053,4.7448,4.9657,2.6853,353,2009
1056,1996-Placer-Roseville-J-Impartial.txt,49.8,0.6765,0.0531,0.0109,0.1124,0.284,4.801,4.7418,2.6266,358,1996
1057,1998-Placer-Roseville-N-Impartial.txt,46.6,0.6857,0.081,0.0117,0.1139,0.2988,4.8547,4.7815,2.6621,358,1998
1093,1996-Placer-Loomis-N-Impartial.txt,46.3,0.7855,0.0426,0.0028,0.0702,0.1888,3.7978,4.7201,2.1379,237,1996
1101,1999-Riverside-CathedralCity-J-Impartial.txt,44.4,0.6453,-0.0426,0.0242,0.487,0.145,4.6039,4.6112,2.3829,68,1999
1102,2002-Riverside-CathedralCity-O-Impartial.txt,33.3,0.6586,-0.0548,0.024,0.5173,0.1505,4.6553,4.6475,2.4414,68,2002
1103,2004-Riverside-CathedralCity-R-Impartial.txt,52.5,0.6675,-0.0534,0.0234,0.5349,0.1544,4.686,4.6739,2.4788,68,2004
1104,2006-Riverside-CathedralCity-Q-Impartial.txt,33.5,0.6781,-0.0739,0.0228,0.5525,0.1582,4.6991,4.7033,2.5908,68,2006
1105,2008-Riverside-CathedralCity-L-Impartial.txt,68.3,0.6793,-0.0944,0.0222,0.57,0.162,4.7024,4.7063,2.5853,68,2008
1106,2010-Riverside-CathedralCity-H-Impartial.txt,57.4,0.6726,-0.1138,0.0216,0.5876,0.1658,4.7093,4.6883,2.5298,68,2010
1107,2010-Riverside-Coachella-I-Impartial.txt,58.5,0.6531,-0.3371,0.0034,0.9644,0.0469,4.6096,4.5969,2.342,82,2010
1111,1996-Riverside-DesertHotSprings-CC-Impartial.txt,31.5,0.4535,-0.0319,0.0495,0.3239,0.0903,4.1897,4.4193,2.1853,111,1996
1112,1996-Riverside-DesertHotSprings-DD-Impartial.txt,43.6,0.4535,-0.0319,0.0495,0.3239,0.0903,4.1897,4.4193,2.1853,111,1996
1113,2008-Riverside-Hemet-O-Impartial.txt,55.2,0.6248,0.0812,0.0527,0.3325,0.1243,4.8773,4.6581,2.4651,175,2008
1114,2000-Riverside-IndianWells-H-Impartial.txt,65.1,0.886,0.2694,0.0037,0.0296,0.3943,3.5816,5.0759,3.2397,190,2000
1115,2005-Riverside-IndianWells-H-Impartial.txt,82,0.8751,0.2216,0.0047,0.0359,0.4744,3.6703,5.1915,3.2668,190,2005
1116,2006-Riverside-IndianWells-P-Impartial.txt,82.1,0.8718,0.219,0.0049,0.0371,0.4904,3.6763,5.2218,3.3388,190,2006
1119,2010-Riverside-Indio-S-Impartial.txt,53.5,0.6486,-0.0601,0.02,0.6778,0.1741,4.881,4.7362,2.5686,191,2010
1122,2004-Riverside-Indio-OO-Impartial.txt,35.6,0.6267,-0.0298,0.0226,0.7235,0.1211,4.7532,4.6964,2.45,191,2004
1125,2002-Riverside-LaQuinta-B-Impartial.txt,66.5,0.7961,0.1359,0.0132,0.3166,0.281,4.4388,4.8173,2.6468,210,2002
1126,2002-Riverside-LaQuinta-M-Impartial.txt,66.2,0.7961,0.1359,0.0132,0.3166,0.281,4.4388,4.8173,2.6468,210,2002
1127,2006-Riverside-LaQuinta-J-Impartial.txt,78.8,0.7385,0.1208,0.0147,0.3096,0.3093,4.5313,4.9694,2.8294,210,2006
1128,1997-Riverside-LakeElsinore-RR-Impartial.txt,57.4,0.6119,0.1213,0.0457,0.3444,0.0846,4.4111,4.5977,2.2485,217,1997
1129,1997-Riverside-LakeElsinore-SS-Impartial.txt,53.9,0.6119,0.1213,0.0457,0.3444,0.0846,4.4111,4.5977,2.2485,217,1997
1130,1997-Riverside-LakeElsinore-TT-Impartial.txt,50.5,0.6119,0.1213,0.0457,0.3444,0.0846,4.4111,4.5977,2.2485,217,1997
1131,2010-Riverside-LakeElsinore-T-Impartial.txt,36.2,0.6906,0.0183,0.048,0.4838,0.1776,4.7145,4.822,2.4568,217,2010
1133,1996-Riverside-MorenoValley-O-Impartial.txt,48.3,0.7322,-0.0261,0.1688,0.3219,0.1411,5.1278,4.6573,2.1649,275,1996
1134,1996-Riverside-MorenoValley-P-Impartial.txt,48.9,0.7322,-0.0261,0.1688,0.3219,0.1411,5.1278,4.6573,2.1649,275,1996
1135,1996-Riverside-MorenoValley-AA-Impartial.txt,52.4,0.7322,-0.0261,0.1688,0.3219,0.1411,5.1278,4.6573,2.1649,275,1996
1136,1996-Riverside-MorenoValley-BB-Impartial.txt,52.8,0.7322,-0.0261,0.1688,0.3219,0.1411,5.1278,4.6573,2.1649,275,1996
1140,2010-Riverside-MorenoValley-P-Impartial.txt,31.9,0.6798,-0.153,0.1717,0.5439,0.1489,5.2864,4.7696,2.5208,275,2010
1143,1998-Riverside-Murrieta-Y-Impartial.txt,52.9,0.8104,0.1676,0.028,0.1579,0.2179,4.5906,4.7663,2.1124,280,1998
1144,1998-Riverside-Murrieta-Z-Impartial.txt,53.5,0.8104,0.1676,0.028,0.1579,0.2179,4.5906,4.7663,2.1124,280,1998
1149,2004-Riverside-PalmDesert-O-Impartial.txt,68.9,0.6841,0.096,0.013,0.1936,0.3229,4.6425,4.8662,2.8502,305,2004
1153,2009-Riverside-PalmSprings-G-Impartial.txt,70.2,0.6029,-0.1545,0.0412,0.2517,0.3222,4.6469,4.7166,3.1019,306,2009
1154,2003-Riverside-PalmSprings-I-Impartial.txt,74.4,0.6056,-0.1254,0.039,0.2421,0.2846,4.6371,4.6872,2.9691,306,2003
1158,1998-Riverside-RanchoMirage-A-Impartial.txt,69.6,0.8224,0.108,0.0095,0.0893,0.3356,4.0797,4.8601,2.9264,336,1998
1161,2002-Riverside-Riverside-C-Impartial.txt,69,0.5725,-0.0037,0.0697,0.4031,0.1966,5.431,4.7179,2.4827,352,2002
1163,2010-Riverside-Riverside-V-Impartial.txt,66,0.5861,-0.0514,0.0655,0.4902,0.2199,5.4827,4.8019,2.6456,352,2010
1164,1997-Riverside-SanJacinto-MM-Impartial.txt,68.4,0.6876,0.0361,0.0202,0.3831,0.0851,4.3538,4.4501,1.9443,373,1997
1184,1996-Sacramento-Galt-H-Impartial.txt,35.4,0.7343,0.0689,0.0078,0.2976,0.1256,4.2068,4.6102,1.9907,154,1996
1185,2004-Sacramento-Galt-S-Impartial.txt,20.8,0.7701,0.1117,0.0119,0.3703,0.1365,4.3415,4.7379,2.1695,154,2004
1186,2008-Sacramento-Galt-R-Impartial.txt,68,0.7416,0.0554,0.0143,0.4085,0.1328,4.3687,4.7953,2.4797,154,2008
1192,2009-Sacramento-RanchoCordova-B-Impartial.txt,56.5,0.57,-0.0463,0.097,0.1967,0.2221,4.7974,4.7555,2.6592,334,2009
1193,2010-Sacramento-RanchoCordova-E-Impartial.txt,55,0.57,-0.0525,0.097,0.1967,0.2221,4.8114,4.7695,2.6286,334,2010
1194,2010-Sacramento-RanchoCordova-H-Impartial.txt,68.2,0.57,-0.0525,0.097,0.1967,0.2221,4.8114,4.7695,2.6286,334,2010
1195,2010-Sacramento-RanchoCordova-O-Impartial.txt,55.8,0.57,-0.0525,0.097,0.1967,0.2221,4.8114,4.7695,2.6286,334,2010
1199,1996-Sacramento-Sacramento-O-Impartial.txt,71.8,0.5083,-0.1123,0.1493,0.1947,0.2376,5.5844,4.5656,2.5307,360,1996
1200,1996-Sacramento-Sacramento-P-Impartial.txt,62.8,0.5083,-0.1123,0.1493,0.1947,0.2376,5.5844,4.5656,2.5307,360,1996
1201,1998-Sacramento-Sacramento-I-Impartial.txt,54.4,0.5054,-0.1385,0.1497,0.2054,0.2386,5.6036,4.5918,2.5789,360,1998
1203,2004-Sacramento-Sacramento-X-Impartial.txt,72.2,0.5036,-0.1609,0.1458,0.2371,0.2623,5.6403,4.6949,2.7371,360,2004
1206,2010-Sacramento-Sacramento-C-Impartial.txt,71.7,0.5058,-0.2127,0.1393,0.2686,0.2964,5.6688,4.7577,2.8114,360,2010
1221,2006-SanBenito-Hollister-R-Impartial.txt,47.5,0.5789,-0.1274,0.0087,0.6148,0.1548,4.5465,4.8335,2.3666,182,2006
1222,2007-SanBenito-Hollister-T-Impartial.txt,66,0.5644,-0.1398,0.0083,0.6254,0.1556,4.5446,4.8443,2.3773,182,2007
1224,2004-SanBenito-SanJuanBautista-K-Impartial.txt,53.8,0.4522,-0.1498,0.0101,0.4788,0.1766,3.2279,4.7522,2.5022,376,2004
1225,2008-SanBenito-SanJuanBautista-U-Impartial.txt,49.8,0.3825,-0.1541,0.0073,0.4843,0.2248,3.2636,4.8052,2.7451,376,2008
1226,2004-SanBenito-SanJuanBautista-H-Impartial.txt,69.5,0.4522,-0.1498,0.0101,0.4788,0.1766,3.2279,4.7522,2.5022,376,2004
1227,2004-SanBenito-SanJuanBautista-I-Impartial.txt,62.5,0.4522,-0.1498,0.0101,0.4788,0.1766,3.2279,4.7522,2.5022,376,2004
1235,1998-SanBernardino-Adelanto-G-Impartial.txt,40.7,0.5357,-0.0111,0.1289,0.4008,0.0564,4.2121,4.4788,1.7051,1,1998
1236,2000-SanBernardino-Adelanto-F-Impartial.txt,39.8,0.6381,-0.0124,0.1271,0.4577,0.0595,4.2584,4.5472,1.8019,1,2000
1237,2002-SanBernardino-Adelanto-N-Impartial.txt,46,0.6304,-0.0001,0.1407,0.4828,0.064,4.2862,4.5781,1.9567,1,2002
1239,2008-SanBernardino-Barstow-D-Impartial.txt,57,0.5172,0.0247,0.1329,0.4158,0.0932,4.3495,4.7056,2.7449,30,2008
1242,2006-SanBernardino-BigBearLake-G-Impartial.txt,60.1,0.5644,0.1617,0.0052,0.1834,0.2429,3.7335,4.5878,3.1574,40,2006
1243,2008-SanBernardino-BigBearLake-Y-Impartial.txt,59.8,0.5474,0.1595,0.0047,0.1989,0.2472,3.7183,4.5785,3.2085,40,2008
1244,2000-SanBernardino-ChinoHills-K-Impartial.txt,55.5,0.8476,0.0641,0.0535,0.2568,0.3756,4.8247,4.9127,1.9529,73,2000
1245,1997-SanBernardino-Colton-S-Impartial.txt,15.6,0.5198,-0.1561,0.0991,0.5742,0.1256,4.6555,4.5336,2.3269,86,1997
1246,2004-SanBernardino-Colton-W-Impartial.txt,54,0.525,-0.1291,0.099,0.6483,0.1212,4.7068,4.6304,2.3596,86,2004
1247,2006-SanBernardino-Hesperia-M-Impartial.txt,53.8,0.7129,0.1381,0.0476,0.411,0.0891,4.9066,4.705,2.317,178,2006
1250,1998-SanBernardino-Highland-L-Impartial.txt,55.6,0.6493,-0.0049,0.1151,0.3386,0.1559,4.6247,4.6097,1.9406,180,1998
1253,1996-SanBernardino-LomaLinda-A-Impartial.txt,49.6,0.4337,0.1001,0.066,0.1523,0.4374,4.2862,4.606,2.2222,233,1996
1254,1996-SanBernardino-LomaLinda-B-Impartial.txt,47,0.4337,0.1001,0.066,0.1523,0.4374,4.2862,4.606,2.2222,233,1996
1259,2000-SanBernardino-Montclair-G-Impartial.txt,61.7,0.6065,-0.1163,0.0601,0.5998,0.0956,4.5192,4.6316,2.5823,268,2000
1260,2004-SanBernardino-Montclair-F-Impartial.txt,64,0.6112,-0.0763,0.0546,0.6407,0.11,4.5365,4.7141,2.698,268,2004
1261,2006-SanBernardino-Needles-Q-Impartial.txt,59.6,0.5637,0.031,0.017,0.2076,0.0861,3.7063,4.6003,2.5975,283,2006
1262,2008-SanBernardino-Needles-O-Impartial.txt,62.4,0.5623,0.0379,0.0178,0.2156,0.0837,3.6994,4.6187,2.7668,283,2008
1269,1996-SanBernardino-Redlands-C-Impartial.txt,49.1,0.5963,0.0854,0.0394,0.2202,0.3363,4.7987,4.6761,2.4336,341,1996
1270,2000-SanBernardino-Redlands-L-Impartial.txt,42.7,0.6044,0.0529,0.0413,0.2407,0.3522,4.8034,4.7502,2.4384,341,2000
1271,2007-SanBernardino-Redlands-F-Impartial.txt,70.7,0.6283,0.0461,0.0463,0.2841,0.3654,4.8368,4.902,2.8208,341,2007
1272,2010-SanBernardino-Redlands-A-Impartial.txt,46.1,0.6281,0.0368,0.0484,0.3027,0.371,4.8373,4.9013,2.7623,341,2010
1274,2007-SanBernardino-Rialto-D-Impartial.txt,63.7,0.6692,-0.188,0.1743,0.6268,0.0865,4.9891,4.7251,2.6395,345,2007
1275,2010-SanBernardino-Rialto-RR-Impartial.txt,26,0.6693,-0.2228,0.1559,0.676,0.0864,4.9964,4.7246,2.5974,345,2010
1277,1998-SanBernardino-SanBernardino-W-Impartial.txt,80.9,0.5238,-0.0996,0.1585,0.449,0.1185,5.2609,4.5049,2.4636,363,1998
1278,2002-SanBernardino-SanBernardino-E-Impartial.txt,63.5,0.5229,-0.1013,0.1564,0.4999,0.1174,5.2834,4.5555,2.5396,363,2002
1281,2006-SanBernardino-SanBernardino-Z-Impartial.txt,67.1,0.52,-0.1028,0.1494,0.55,0.1194,5.3082,4.6142,2.6805,363,2006
1284,2000-SanBernardino-Upland-N-Impartial.txt,28.3,0.5892,0.0666,0.073,0.2753,0.2666,4.835,4.7594,2.3244,446,2000
1285,1998-SanBernardino-Victorville-E-Impartial.txt,26.4,0.6378,0.0406,0.1113,0.3137,0.106,4.7868,4.5739,2.246,450,1998
1286,2008-SanBernardino-Victorville-C-Impartial.txt,61.4,0.6485,-0.0157,0.1514,0.449,0.1211,5.0387,4.7503,2.5174,450,2008
1288,2004-SanBernardino-Yucaipa-Y-Impartial.txt,73.1,0.763,0.1557,0.0109,0.2187,0.1711,4.6701,4.7983,2.1629,481,2004
1289,2002-SanBernardino-YuccaValley-F-Impartial.txt,34.5,0.6768,0.1301,0.0224,0.1267,0.1382,4.2409,4.6173,2.4238,482,2002
1300,2009-SanDiego-ChulaVista-A-Impartial.txt,32.5,0.6006,-0.0723,0.0411,0.5738,0.2597,5.3791,4.8424,2.6023,75,2009
1302,1996-SanDiego-Coronado-J-Impartial.txt,71.6,0.5065,0.2032,0.0568,0.092,0.4462,4.4516,4.8257,2.6618,94,1996
1304,2002-SanDiego-DelMar-G-Impartial.txt,82.1,0.5583,-0.0594,0.0024,0.0394,0.7375,3.6442,5.0183,3.0594,108,2002
1305,2004-SanDiego-DelMar-N-Impartial.txt,24.7,0.56,-0.0866,0.0024,0.0401,0.7513,3.6392,5.1005,3.1165,108,2004
1306,2008-SanDiego-DelMar-H-Impartial.txt,62.4,0.5626,-0.1083,0.0022,0.0414,0.7789,3.6218,5.2047,3.2318,108,2008
1310,2004-SanDiego-ElCajon-O-Impartial.txt,68.9,0.42,0.1081,0.0544,0.2475,0.1515,4.9884,4.679,2.5327,123,2004
1311,2008-SanDiego-ElCajon-J-Impartial.txt,51.8,0.4349,0.061,0.0579,0.2704,0.1586,4.9898,4.7446,2.653,123,2008
1312,1998-SanDiego-Encinitas-R-Impartial.txt,68.7,0.6338,-0.0018,0.0052,0.1489,0.4793,4.7465,4.844,2.5526,131,1998
1313,2008-SanDiego-Encinitas-K-Impartial.txt,70,0.6472,-0.0871,0.0053,0.139,0.5344,4.7739,5.0495,2.8861,131,2008
1314,1996-SanDiego-Escondido-P-Impartial.txt,56.7,0.5237,0.1295,0.0169,0.3257,0.1937,5.0853,4.6175,2.3399,133,1996
1317,2008-SanDiego-LaMesa-L-Impartial.txt,55.5,0.4798,-0.0322,0.0669,0.191,0.3173,4.7463,4.8382,2.6464,206,2008
1318,2005-SanDiego-NationalCity-B-Impartial.txt,43.1,0.351,-0.1069,0.0487,0.6104,0.1081,4.7478,4.5792,2.6505,282,2005
1319,2006-SanDiego-NationalCity-D-Impartial.txt,59,0.3513,-0.1124,0.0481,0.6143,0.1117,4.7492,4.5993,2.6841,282,2006
1321,2002-SanDiego-Poway-N-Impartial.txt,54.4,0.7738,0.1424,0.0155,0.1142,0.4051,4.6891,4.9211,2.4982,333,2002
1322,1997-SanDiego-Poway-A-Impartial.txt,84.2,0.7765,0.1519,0.0151,0.0933,0.3784,4.6562,4.8228,2.2831,333,1997
1327,2004-SanDiego-SanDiego-C-Impartial.txt,61.8,0.4952,-0.0679,0.0708,0.2674,0.3733,6.0995,4.8182,2.7253,368,2004
1328,2004-SanDiego-SanDiego-J-Impartial.txt,41.6,0.4952,-0.0679,0.0708,0.2674,0.3733,6.0995,4.8182,2.7253,368,2004
1329,2010-SanDiego-SanDiego-D-Impartial.txt,38.1,0.4951,-0.1037,0.0631,0.2876,0.4082,6.1145,4.8801,2.7883,368,2010
1331,2000-SanDiego-Santee-U-Impartial.txt,44.7,0.7103,0.1068,0.0142,0.1136,0.1702,4.7238,4.7625,2.3392,398,2000
1333,2006-SanDiego-SolanaBeach-E-Impartial.txt,68.4,0.5884,-0.0255,0.0045,0.1547,0.5899,4.1071,5.0347,2.8924,411,2006
1334,2002-SanDiego-SolanaBeach-P-Impartial.txt,62,0.6194,0.0116,0.0047,0.1503,0.5845,4.1177,4.9967,2.7099,411,2002
1335,2010-SanDiego-SolanaBeach-L-Impartial.txt,43.5,0.5838,-0.0197,0.0044,0.1592,0.5954,4.1095,5.0401,2.9245,411,2010
1338,1998-SanDiego-Vista-M-Impartial.txt,53.3,0.5409,0.1034,0.0397,0.3611,0.1938,4.9364,4.6233,2.3087,453,1998
1403,2003-SanFrancisco-SanFrancisco-K-Impartial.txt,52,0.3497,-0.3452,0.0704,0.1441,0.4685,5.8935,4.7931,3.2001,371,2003
1404,2004-SanFrancisco-SanFrancisco-J-Impartial.txt,58.1,0.3532,-0.3543,0.0687,0.1451,0.4748,5.8928,4.8219,3.2269,371,2004
1405,2004-SanFrancisco-SanFrancisco-K-Impartial.txt,45.3,0.3532,-0.3543,0.0687,0.1451,0.4748,5.8928,4.8219,3.2269,371,2004
1406,2006-SanFrancisco-SanFrancisco-E-Impartial.txt,32.8,0.3737,-0.3373,0.0651,0.1471,0.4872,5.8928,4.927,3.3375,371,2006
1413,2008-SanFrancisco-SanFrancisco-N-Impartial.txt,68.6,0.3812,-0.3203,0.0616,0.1492,0.4997,5.9004,4.9597,3.3942,371,2008
1414,2008-SanFrancisco-SanFrancisco-O-Impartial.txt,66.7,0.3812,-0.3203,0.0616,0.1492,0.4997,5.9004,4.9597,3.3942,371,2008
1426,2002-SanJoaquin-Lodi-U-Impartial.txt,39.4,0.5465,0.1427,0.0049,0.2898,0.1614,4.7736,4.6866,2.5838,232,2002
1427,2006-SanJoaquin-Lodi-G-Impartial.txt,43.9,0.5468,0.135,0.0056,0.3269,0.1713,4.7882,4.7432,2.7148,232,2006
1430,2006-SanJoaquin-Manteca-M-Impartial.txt,70,0.6418,0.0298,0.0347,0.3268,0.1374,4.7919,4.8021,2.5101,250,2006
1431,2004-SanJoaquin-Manteca-Y-Impartial.txt,19.8,0.6372,0.0567,0.0322,0.3015,0.1281,4.7726,4.7702,2.3548,250,2004
1432,2004-SanJoaquin-Manteca-Z-Impartial.txt,21.9,0.6372,0.0567,0.0322,0.3015,0.1281,4.7726,4.7702,2.3548,250,2004
1433,2002-SanJoaquin-Ripon-V-Impartial.txt,69.5,0.7159,0.2411,0.0048,0.1898,0.2189,4.0412,4.8217,2.5279,350,2002
1434,2004-SanJoaquin-Stockton-W-Impartial.txt,73.9,0.53,-0.076,0.1108,0.3562,0.1628,5.4316,4.6708,2.6313,423,2004
1436,2010-SanJoaquin-Stockton-I-Impartial.txt,66.6,0.5426,-0.1451,0.1149,0.4031,0.1768,5.4649,4.7213,2.7145,423,2010
1437,2000-SanJoaquin-Stockton-V-Impartial.txt,44.9,0.516,-0.0862,0.1081,0.325,0.1535,5.387,4.6068,2.5311,423,2000
1438,2000-SanJoaquin-Stockton-Z-Impartial.txt,47.1,0.516,-0.0862,0.1081,0.325,0.1535,5.387,4.6068,2.5311,423,2000
1441,2002-SanJoaquin-Tracy-N-Impartial.txt,68.3,0.7178,-0.0218,0.0554,0.2952,0.1876,4.8195,4.8442,2.5145,436,2002
1442,2010-SanJoaquin-Tracy-E-Impartial.txt,58.3,0.697,-0.0976,0.068,0.3685,0.2171,4.9187,4.9159,2.5346,436,2010
1456,1998-SLO-ArroyoGrande-H98-Impartial.txt,47.3,0.6946,0.0911,0.0057,0.1074,0.2641,4.1823,4.7118,2.4787,17,1998
1458,2000-SLO-ArroyoGrande-R2000-Impartial.txt,63.2,0.699,0.0751,0.0059,0.1117,0.2817,4.2001,4.7443,2.51,17,2000
1459,2006-SLO-ArroyoGrande-O06-Impartial.txt,50.1,0.6996,0.0529,0.0067,0.1388,0.3234,4.2214,4.8702,2.7326,17,2006
1463,1998-SLO-GroverBeach-F98-Impartial.txt,26.1,0.4959,0.0114,0.0093,0.2192,0.1864,4.1029,4.5902,2.2281,166,1998
