id,filename,yes,homeowner,rep_share,iBlackShare,iLatinoShare,iBAshare,logpop,logincome_revised,iLogTaxPerCap,IDcity,year
452,2005-Kern-Delano-H-Impartial.txt,53.1,0.5703,-0.1402,0.0635,0.6998,0.0564,4.6469,4.5139,2.2174,110,2005
453,2006-Kern-Delano-K-Impartial.txt,52.1,0.5659,-0.1494,0.0659,0.7028,0.0567,4.6846,4.5229,2.2568,110,2006
454,2007-Kern-Delano-I-Impartial.txt,53.2,0.5596,-0.1586,0.0683,0.7058,0.057,4.715,4.5356,2.2842,110,2007
456,2008-Kern-McFarland-E-Impartial.txt,24.5,0.5609,-0.1869,0.0164,0.9032,0.0329,4.0964,4.5492,2.1232,256,2008
458,2008-Kern-Ridgecrest-N-Impartial.txt,57.2,0.6214,0.1986,0.0369,0.1672,0.2454,4.4313,4.797,2.4893,347,2008
459,1998-Kern-Tehachapi-D-Impartial.txt,44,0.5444,0.108,0.1114,0.3039,0.0755,3.8025,4.5868,2.3442,429,1998
460,2000-Kern-Tehachapi-E-Impartial.txt,44.8,0.5452,0.1284,0.1366,0.327,0.0638,4.0463,4.6024,2.1458,429,2000
461,2004-Kern-Tehachapi-T-Impartial.txt,39.8,0.5796,0.1686,0.1168,0.3479,0.0744,4.0777,4.6656,2.2998,429,2004
462,2006-Kern-Tehachapi-L-Impartial.txt,45.9,0.5938,0.1748,0.1069,0.3583,0.0797,4.1106,4.6893,2.458,429,2006
482,2006-Lake-Clearlake-L-Impartial.txt,58.9,0.5121,-0.1356,0.0437,0.1719,0.0567,4.1521,4.4996,2.4078,79,2006
483,2006-Lake-Clearlake-Z-Impartial.txt,38.1,0.5121,-0.1356,0.0437,0.1719,0.0567,4.1521,4.4996,2.4078,79,2006
486,1997-Lake-Lakeport-D-Impartial.txt,74.1,0.6323,0.039,0.0073,0.1011,0.1583,3.6727,4.5545,2.5045,219,1997
487,1998-Lake-Lakeport-S-Impartial.txt,60,0.6318,0.0241,0.0074,0.1056,0.1548,3.6748,4.5647,2.5467,219,1998
488,2004-Lake-Lakeport-I-Impartial.txt,61,0.6007,-0.0202,0.0078,0.136,0.1867,3.6895,4.6914,2.6137,219,2004
501,1996-LosAngeles-AgouraHills-L-Impartial.txt,67.3,0.8356,0.0045,0.0123,0.0655,0.4673,4.3038,4.9241,2.3542,2,1996
502,1997-LosAngeles-AgouraHills-D-Impartial.txt,46.3,0.8361,-0.0164,0.0125,0.0662,0.4716,4.3035,4.935,2.3292,2,1997
503,1997-LosAngeles-AgouraHills-E-Impartial.txt,59.5,0.8361,-0.0164,0.0125,0.0662,0.4716,4.3035,4.935,2.3292,2,1997
505,1996-LosAngeles-Artesia-N-Impartial.txt,46.1,0.5643,-0.0817,0.0299,0.39,0.1664,4.2003,4.6142,2.2579,18,1996
506,1999-LosAngeles-Artesia-G-Impartial.txt,23.5,0.5644,-0.1127,0.0327,0.3847,0.1825,4.2083,4.6576,2.2457,18,1999
507,2009-LosAngeles-Artesia-S-Impartial.txt,50.6,0.5948,-0.098,0.0329,0.3602,0.2216,4.2177,4.7689,2.4229,18,2009
508,2009-LosAngeles-Artesia-Y-Impartial.txt,49.5,0.5948,-0.098,0.0329,0.3602,0.2216,4.2177,4.7689,2.4229,18,2009
510,2004-LosAngeles-Avalon-F-Impartial.txt,58.8,0.2866,-0.0367,0.0034,0.4988,0.2068,3.549,4.7272,3.042,24,2004
517,1997-LosAngeles-Azusa-F-Impartial.txt,64.4,0.4936,-0.0648,0.035,0.6069,0.1361,4.6351,4.5748,2.49,26,1997
518,1997-LosAngeles-Azusa-G-Impartial.txt,66.4,0.4936,-0.0648,0.035,0.6069,0.1361,4.6351,4.5748,2.49,26,1997
519,1997-LosAngeles-Azusa-H-Impartial.txt,31.2,0.4936,-0.0648,0.035,0.6069,0.1361,4.6351,4.5748,2.49,26,1997
520,1997-LosAngeles-Azusa-I-Impartial.txt,44.5,0.4936,-0.0648,0.035,0.6069,0.1361,4.6351,4.5748,2.49,26,1997
521,1997-LosAngeles-Azusa-J-Impartial.txt,8.6,0.4936,-0.0648,0.035,0.6069,0.1361,4.6351,4.5748,2.49,26,1997
522,2005-LosAngeles-BaldwinPark-B-Impartial.txt,38.3,0.6159,-0.2241,0.0115,0.7939,0.1029,4.8886,4.6682,2.3262,28,2005
523,2004-LosAngeles-Bell-H-Impartial.txt,55.4,0.2968,-0.2789,0.0074,0.9178,0.0391,4.57,4.5301,2.2502,32,2004
526,2010-LosAngeles-Bellflower-A-Impartial.txt,50,0.3926,-0.1506,0.1354,0.5232,0.1773,4.8843,4.7401,2.4075,34,2010
528,1996-LosAngeles-BeverlyHills-C-Impartial.txt,65,0.4364,-0.16,0.017,0.0494,0.5146,4.5096,4.9584,3.2703,39,1996
529,2004-LosAngeles-Bradbury-I-Impartial.txt,34.7,0.9286,0.1369,0.0161,0.1667,0.5141,2.9832,5.1053,2.6278,45,2004
530,2003-LosAngeles-Burbank-N-Impartial.txt,50.3,0.437,-0.1111,0.0205,0.2476,0.3081,5.011,4.7947,2.7999,52,2003
531,2007-LosAngeles-Burbank-A-Impartial.txt,48.4,0.4415,-0.122,0.0223,0.2461,0.3324,5.0133,4.8844,2.9412,52,2007
532,2002-LosAngeles-Carson-T-Impartial.txt,33.3,0.776,-0.249,0.2471,0.3566,0.1933,4.9626,4.7652,2.5558,67,2002
533,2004-LosAngeles-Carson-J-Impartial.txt,51.9,0.7724,-0.2258,0.2436,0.364,0.2058,4.9701,4.7923,2.5777,67,2004
534,2009-LosAngeles-Carson-C-Impartial.txt,69.4,0.7634,-0.2474,0.2349,0.3825,0.2372,4.9647,4.8537,2.7088,67,2009
535,2010-LosAngeles-Carson-H-Impartial.txt,41.6,0.7622,-0.2616,0.2332,0.3862,0.2435,4.9624,4.8608,2.6955,67,2010
536,2005-LosAngeles-Commerce-A-Impartial.txt,58.6,0.496,-0.301,0.0051,0.9404,0.0567,4.1137,4.6578,3.1207,88,2005
539,2007-LosAngeles-Covina-A-Impartial.txt,40.5,0.5758,-0.0236,0.0408,0.4875,0.2173,4.6801,4.8295,2.7164,98,2007
540,2008-LosAngeles-Covina-C-Impartial.txt,65.1,0.5747,-0.033,0.0398,0.4995,0.2215,4.6785,4.8388,2.7154,98,2008
545,2006-LosAngeles-ElMonte-P-Impartial.txt,60.7,0.4102,-0.191,0.0049,0.7037,0.0929,5.0678,4.6206,2.5731,126,2006
547,2008-LosAngeles-ElMonte-GG-Impartial.txt,71.4,0.4104,-0.1916,0.0046,0.6969,0.1001,5.0604,4.6509,2.5944,126,2008
549,2000-LosAngeles-ElSegundo-D-Impartial.txt,63.9,0.416,0.0217,0.0113,0.1101,0.4083,4.205,4.8693,3.2779,128,2000
550,2010-LosAngeles-ElSegundo-O-Impartial.txt,45.1,0.4429,-0.0013,0.0193,0.1567,0.4898,4.2215,5.0236,3.3799,128,2010
552,2010-LosAngeles-ElSegundo-N-Impartial.txt,68,0.4429,-0.0013,0.0193,0.1567,0.4898,4.2215,5.0236,3.3799,128,2010
553,2004-LosAngeles-Gardena-M-Impartial.txt,52.9,0.4717,-0.2159,0.2482,0.3415,0.1872,4.7743,4.6896,2.6341,156,2004
559,1997-LosAngeles-Hawthorne-B-Impartial.txt,75.5,0.2571,-0.1957,0.3079,0.4032,0.1358,4.8994,4.547,2.4376,172,1997
562,2008-LosAngeles-Hawthorne-V-Impartial.txt,73.4,0.2698,-0.2678,0.279,0.5115,0.1598,4.9278,4.6929,2.6771,172,2008
565,1996-LosAngeles-HermosaBeach-F-Impartial.txt,34.6,0.4167,-0.0317,0.0089,0.0683,0.626,4.2541,4.9064,2.7064,177,1996
568,2007-LosAngeles-HermosaBeach-H-Impartial.txt,72.1,0.455,-0.097,0.01,0.0788,0.6827,4.2827,5.1447,2.9883,177,2007
569,2004-LosAngeles-HuntingtonPark-L-Impartial.txt,69.2,0.2787,-0.3108,0.0044,0.962,0.0548,4.7909,4.5209,2.2685,186,2004
570,2008-LosAngeles-HuntingtonPark-B-Impartial.txt,78.3,0.2874,-0.3057,0.0039,0.9682,0.062,4.7742,4.5898,2.499,186,2008
571,2009-LosAngeles-HuntingtonPark-E-Impartial.txt,52.2,0.2854,-0.3197,0.0038,0.9697,0.0639,4.771,4.5754,2.4952,186,2009
572,1997-LosAngeles-Inglewood-97B-Impartial.txt,27.8,0.363,-0.3542,0.4753,0.4379,0.1381,5.0432,4.5354,2.566,193,1997
573,1997-LosAngeles-Inglewood-97C-Impartial.txt,30.2,0.363,-0.3542,0.4753,0.4379,0.1381,5.0432,4.5354,2.566,193,1997
574,1998-LosAngeles-Inglewood-98A-Impartial.txt,59,0.363,-0.3724,0.4716,0.4454,0.1365,5.0447,4.5485,2.4807,193,1998
575,1998-LosAngeles-Inglewood-98B-Impartial.txt,60.8,0.363,-0.3724,0.4716,0.4454,0.1365,5.0447,4.5485,2.4807,193,1998
576,1998-LosAngeles-Inglewood-98C-Impartial.txt,60.3,0.363,-0.3724,0.4716,0.4454,0.1365,5.0447,4.5485,2.4807,193,1998
577,2006-LosAngeles-Inglewood-IT-Impartial.txt,52,0.3644,-0.3977,0.443,0.4875,0.1563,5.0484,4.653,2.7282,193,2006
579,1997-LosAngeles-Irwindale-A-Impartial.txt,94.5,0.6072,-0.2307,0.0027,0.875,0.0641,3.1189,4.5842,3.7421,196,1997
580,2009-LosAngeles-Irwindale-T-Impartial.txt,84.5,0.687,-0.2014,0.0035,0.9035,0.0979,3.1647,4.7675,3.953,196,2009
581,2009-LosAngeles-Irwindale-U-Impartial.txt,82,0.687,-0.2014,0.0035,0.9035,0.0979,3.1647,4.7675,3.953,196,2009
582,1996-LosAngeles-LaHabraHeights-G-Impartial.txt,83.3,0.9513,0.2546,0.0082,0.1254,0.4607,3.7655,4.9399,2.1434,205,1996
583,2009-LosAngeles-LaMirada-A-Impartial.txt,63.3,0.8068,0.0379,0.0206,0.3909,0.2724,4.6852,4.9382,2.6324,207,2009
585,2004-LosAngeles-LaPuente-O-Impartial.txt,53.2,0.6073,-0.2305,0.0146,0.8391,0.0882,4.6177,4.6575,2.002,209,2004
586,2010-LosAngeles-LaPuente-M-Impartial.txt,68,0.6051,-0.2518,0.0113,0.8513,0.103,4.6001,4.7158,2.2641,209,2010
587,2010-LosAngeles-LaPuente-N-Impartial.txt,68.3,0.6051,-0.2518,0.0113,0.8513,0.103,4.6001,4.7158,2.2641,209,2010
590,2004-LosAngeles-Lancaster-04A-Impartial.txt,47.3,0.6199,0.09,0.1725,0.297,0.1619,5.1218,4.6924,2.2726,221,2004
591,1998-LosAngeles-Lomita-G-Impartial.txt,50.3,0.4636,-0.0131,0.0383,0.2484,0.2228,4.2926,4.7004,2.0767,234,1998
596,2007-LosAngeles-LongBeach-H-Impartial.txt,70.2,0.4224,-0.1707,0.1342,0.3926,0.268,5.6675,4.7577,2.7785,236,2007
599,2010-LosAngeles-LongBeach-B-Impartial.txt,72.8,0.4227,-0.1845,0.1296,0.4076,0.2803,5.6649,4.7614,2.7736,236,2010
606,1996-LosAngeles-LosAngelesCity-K-Impartial.txt,50.2,0.3908,-0.171,0.1174,0.4388,0.2449,6.5493,4.5629,2.6666,241,1996
609,2008-LosAngeles-LosAngelesCity-A-Impartial.txt,66.3,0.3895,-0.239,0.095,0.4809,0.2929,6.5769,4.7363,2.9247,241,2008
612,2008-LosAngeles-Lynwood-II-Impartial.txt,65.4,0.4841,-0.3495,0.1035,0.8578,0.0465,4.8437,4.6516,2.5014,245,2008
614,2008-LosAngeles-Maywood-MC-Impartial.txt,47.8,0.2707,-0.3248,0.0017,0.9722,0.0337,4.442,4.6045,2.2923,255,2008
615,2007-LosAngeles-Monrovia-L-Impartial.txt,69.5,0.4886,-0.0723,0.0699,0.3744,0.3097,4.5629,4.8726,2.7182,266,2007
616,2004-LosAngeles-Montebello-Q-Impartial.txt,50.9,0.4767,-0.2179,0.0062,0.7647,0.1513,4.8033,4.6725,2.39,270,2004
617,2001-LosAngeles-MontereyPark-P-Impartial.txt,63.1,0.5417,-0.1684,0.003,0.2871,0.2539,4.7848,4.6635,2.3487,272,2001
618,2004-LosAngeles-MontereyPark-V-Impartial.txt,58.3,0.5447,-0.1469,0.0031,0.2811,0.2629,4.7907,4.7055,2.3993,272,2004
619,2005-LosAngeles-MontereyPark-AA-Impartial.txt,59,0.5465,-0.1406,0.0031,0.2791,0.2659,4.7899,4.7299,2.4884,272,2005
620,2006-LosAngeles-Norwalk-A-Impartial.txt,88.3,0.6616,-0.1425,0.041,0.6725,0.1327,5.0266,4.7803,2.4765,289,2006
621,2009-LosAngeles-Palmdale-A-Impartial.txt,64,0.7027,-0.0678,0.1413,0.5273,0.1497,5.1781,4.7468,2.4409,307,2009
624,2007-LosAngeles-Pasadena-C-Impartial.txt,80.4,0.4547,-0.199,0.1129,0.3359,0.4442,5.1317,4.8786,2.9578,313,2007
626,2002-LosAngeles-PicoRivera-P-Impartial.txt,64.5,0.7009,-0.2564,0.0051,0.8887,0.0771,4.8078,4.6877,2.2273,317,2002
627,2004-LosAngeles-PicoRivera-L-Impartial.txt,32,0.6978,-0.2294,0.0053,0.8945,0.0832,4.812,4.7194,2.3135,317,2004
628,2008-LosAngeles-PicoRivera-P-Impartial.txt,68.3,0.6879,-0.233,0.0056,0.9061,0.0955,4.8016,4.8088,2.526,317,2008
629,2009-LosAngeles-PicoRivera-TR-Impartial.txt,67.6,0.6901,-0.2463,0.0057,0.909,0.0985,4.8,4.7903,2.5586,317,2009
630,2008-LosAngeles-Pomona-PC-Impartial.txt,27.6,0.5565,-0.1976,0.0728,0.6932,0.1392,5.1786,4.7204,2.6912,328,2008
632,2010-LosAngeles-Pomona-SP-Impartial.txt,26.9,0.5579,-0.216,0.0678,0.7053,0.1421,5.1734,4.7125,2.6404,328,2010
633,1998-LosAngeles-Pomona-V-Impartial.txt,35.2,0.5734,-0.169,0.1014,0.6183,0.1286,5.1558,4.5936,2.4107,328,1998
634,1998-LosAngeles-Pomona-W-Impartial.txt,33.7,0.5734,-0.169,0.1014,0.6183,0.1286,5.1558,4.5936,2.4107,328,1998
638,1996-LosAngeles-RanchoPalosVerdes-CC-Impartial.txt,51.4,0.817,0.137,0.0191,0.0554,0.5623,4.6048,4.976,2.1899,337,1996
639,2001-LosAngeles-RanchoPalosVerdes-M-Impartial.txt,73.2,0.8146,0.0591,0.0199,0.0597,0.5866,4.6188,5.0365,2.2822,337,2001
640,2001-LosAngeles-RanchoPalosVerdes-N-Impartial.txt,80.2,0.8146,0.0591,0.0199,0.0597,0.5866,4.6188,5.0365,2.2822,337,2001
643,2009-LosAngeles-RanchoPalosVerdes-TOT-Impartial.txt,48.9,0.8041,0.0497,0.0233,0.0825,0.6404,4.6184,5.1023,2.5977,337,2009
645,2005-LosAngeles-RedondoBeach-G-Impartial.txt,54.7,0.5022,-0.0666,0.0254,0.1433,0.525,4.8191,4.9975,2.8157,342,2005
646,2005-LosAngeles-RedondoBeach-H-Impartial.txt,43.1,0.5022,-0.0666,0.0254,0.1433,0.525,4.8191,4.9975,2.8157,342,2005
648,1997-LosAngeles-SanDimas-Z-Impartial.txt,73.3,0.7495,0.0661,0.0332,0.2153,0.2791,4.5289,4.8061,2.294,369,1997
649,2004-LosAngeles-SanFernando-T-Impartial.txt,52,0.5394,-0.2327,0.007,0.9056,0.0671,4.3796,4.6572,2.5317,370,2004
650,2008-LosAngeles-SanGabriel-SG-Impartial.txt,66.1,0.4772,-0.0931,0.0086,0.2666,0.2825,4.6006,4.7961,2.6189,372,2008
653,1996-LosAngeles-SanMarino-DD-Impartial.txt,67.8,0.9302,0.2717,0.0022,0.0467,0.664,4.1044,5.0539,2.6757,381,1996
655,2002-LosAngeles-SanMarino-O-Impartial.txt,79.9,0.9198,0.1443,0.0026,0.0483,0.704,4.1202,5.1287,2.8157,381,2002
656,2006-LosAngeles-SanMarino-G-Impartial.txt,58.3,0.9317,0.0994,0.0033,0.0567,0.7185,4.1212,5.2147,2.9506,381,2006
657,2006-LosAngeles-SanMarino-O-Impartial.txt,70.7,0.9317,0.0994,0.0033,0.0567,0.7185,4.1212,5.2147,2.9506,381,2006
658,2010-LosAngeles-SantaFeSprings-S-Impartial.txt,60.7,0.5622,-0.1882,0.0188,0.8098,0.0894,4.2101,4.784,3.2132,393,2010
659,2004-LosAngeles-SantaMonica-N-Impartial.txt,74.7,0.2948,-0.2702,0.037,0.1329,0.5803,4.9484,4.9398,3.1412,395,2004
660,2006-LosAngeles-SantaMonica-V-Impartial.txt,67,0.2911,-0.2696,0.0371,0.1321,0.5964,4.9454,4.9943,3.2162,395,2006
661,2008-LosAngeles-SantaMonica-SM-Impartial.txt,51.4,0.2888,-0.2691,0.0373,0.1313,0.6125,4.9453,5.0254,3.2772,395,2008
662,2010-LosAngeles-SantaMonica-Y-Impartial.txt,61.2,0.2895,-0.267,0.0375,0.1306,0.6286,4.953,5.0154,3.2461,395,2010
663,2008-LosAngeles-SierraMadre-U-Impartial.txt,62.8,0.6036,-0.0426,0.0161,0.1392,0.5596,4.0367,5.0955,2.6768,408,2008
665,2010-LosAngeles-SouthElMonte-R-Impartial.txt,61.6,0.5377,-0.2867,0.0016,0.849,0.0921,4.3035,4.6497,2.5865,416,2010
667,2004-LosAngeles-SouthGate-U-Impartial.txt,48.6,0.4594,-0.2861,0.0064,0.931,0.0562,4.991,4.5963,2.1509,417,2004
668,2008-LosAngeles-SouthGate-P-Impartial.txt,74.4,0.4436,-0.2838,0.0063,0.942,0.0637,4.9826,4.6608,2.3454,417,2008
670,2007-LosAngeles-SouthPasadena-U-Impartial.txt,71.5,0.4551,-0.1643,0.0289,0.1785,0.6166,4.4035,5.0099,2.7404,419,2007
671,2007-LosAngeles-SouthPasadena-UT-Impartial.txt,53.4,0.4551,-0.1643,0.0289,0.1785,0.6166,4.4035,5.0099,2.7404,419,2007
672,2009-LosAngeles-SouthPasadena-L-Impartial.txt,80,0.4546,-0.1742,0.0288,0.1835,0.6324,4.4063,5.0049,2.8051,419,2009
674,2008-LosAngeles-Torrance-T-Impartial.txt,56.2,0.5742,0.0043,0.0248,0.1545,0.4297,5.1593,4.9602,2.9838,435,2008
675,2001-LosAngeles-WestlakeVillage-T-Impartial.txt,72,0.872,0.0369,0.0085,0.048,0.5197,3.9246,5.0542,2.7631,463,2001
676,2001-LosAngeles-WestlakeVillage-U-Impartial.txt,30.7,0.872,0.0369,0.0085,0.048,0.5197,3.9246,5.0542,2.7631,463,2001
677,2002-LosAngeles-Whittier-W-Impartial.txt,32.8,0.5769,-0.0194,0.0098,0.5785,0.2212,4.9291,4.7685,2.3802,467,2002
723,1998-Madera-Madera-P-June-Impartial.txt,64.3,0.5215,0.0229,0.0347,0.6497,0.092,4.6076,4.469,2.1248,246,1998
724,1998-Madera-Madera-P-Impartial.txt,63.9,0.5215,0.0229,0.0347,0.6497,0.092,4.6076,4.469,2.1248,246,1998
725,2004-Madera-MaderaCity-L-Impartial.txt,46.3,0.5167,0.0404,0.0306,0.7133,0.0957,4.6963,4.5854,2.172,246,2004
726,2004-Madera-MaderaCity-M-Impartial.txt,28.8,0.5167,0.0404,0.0306,0.7133,0.0957,4.6963,4.5854,2.172,246,2004
740,2000-Marin-Belvedere-A-Impartial.txt,90.2,0.75,0.018,0.0009,0.0216,0.754,3.3274,5.2686,2.918,36,2000
743,2010-Marin-Larkspur-E-Impartial.txt,70.1,0.5129,-0.2547,0.0146,0.077,0.5926,4.0765,5.0489,2.9705,222,2010
744,1998-Marin-Larkspur-G-Impartial.txt,75.2,0.5039,-0.1462,0.0075,0.0421,0.5994,4.0743,4.9533,2.6784,222,1998
745,2002-Marin-Larkspur-E-Impartial.txt,86.6,0.5023,-0.2258,0.009,0.0497,0.6192,4.0773,5.019,2.7702,222,2002
746,2006-Marin-Larkspur-D-Impartial.txt,74.2,0.5225,-0.262,0.0118,0.0633,0.6059,4.0679,5.0743,2.9157,222,2006
750,2010-Marin-Novato-F-Impartial.txt,58.2,0.691,-0.181,0.0255,0.2128,0.4278,4.7152,4.9923,2.6135,290,2010
751,1998-Marin-SanRafael-J-Impartial.txt,61.3,0.5398,-0.1543,0.0222,0.2152,0.4255,4.7375,4.8321,2.6389,384,1998
752,1999-Marin-SanRafael-P-Impartial.txt,83.6,0.539,-0.1749,0.0216,0.2242,0.4308,4.7418,4.847,2.6753,384,1999
753,2002-Marin-SanRafael-P-Impartial.txt,76.2,0.5376,-0.2244,0.0203,0.2465,0.4404,4.7501,4.8784,2.7419,384,2002
754,2005-Marin-SanRafael-S-Impartial.txt,70.3,0.5399,-0.2534,0.0194,0.2665,0.447,4.7501,4.9995,2.827,384,2005
755,2006-Marin-SanRafael-P-Impartial.txt,78.5,0.541,-0.2536,0.019,0.2731,0.4492,4.7509,5.048,2.8627,384,2006
756,2010-Marin-SanRafael-C-Impartial.txt,70.3,0.5394,-0.2518,0.0177,0.2998,0.4579,4.7613,4.9754,2.8826,384,2010
757,2010-Marin-SanRafael-I-Impartial.txt,68.4,0.5394,-0.2518,0.0177,0.2998,0.4579,4.7613,4.9754,2.8826,384,2010
758,2004-Marin-Sausalito-J-Impartial.txt,58.8,0.4824,-0.2879,0.0073,0.0362,0.7081,3.853,5.1465,2.9906,400,2004
853,1998-Marin-CorteMadera-E-Impartial.txt,79.5,0.716,-0.2023,0.0081,0.0467,0.6001,3.9466,4.9231,2.9598,95,1998
854,1999-Marin-CorteMadera-J-Impartial.txt,62.1,0.7194,-0.2203,0.0079,0.0473,0.6164,3.9543,4.9448,2.9821,95,1999
855,2002-Marin-CorteMadera-C-Impartial.txt,76.7,0.7244,-0.2596,0.0079,0.055,0.6351,3.9682,4.9883,3.0519,95,2002
856,2006-Marin-CorteMadera-B-Impartial.txt,73.2,0.7029,-0.278,0.0082,0.0692,0.6399,3.9552,5.191,3.1671,95,2006
857,2010-Marin-CorteMadera-C-Impartial.txt,64.8,0.7131,-0.2721,0.0085,0.0834,0.6448,3.9663,5.1061,3.1699,95,2010
859,2004-Marin-Fairfax-L-Impartial.txt,57,0.6379,-0.3846,0.0118,0.0614,0.5402,3.8618,5.0388,2.6819,137,2004
860,2005-Marin-Fairfax-F-Impartial.txt,71.1,0.6516,-0.3804,0.0122,0.0624,0.5532,3.8588,5.1244,2.6924,137,2005
861,2009-Marin-Fairfax-I-Impartial.txt,73.5,0.6405,-0.3701,0.0135,0.0667,0.605,3.8671,5.056,2.8478,137,2009
863,1998-Marin-Ross-H-Impartial.txt,79.3,0.8921,-0.0214,0.0011,0.0228,0.7347,3.3568,5.0006,2.8137,359,1998
864,2000-Marin-Ross-C-Impartial.txt,69.7,0.8712,-0.0641,0.0013,0.0232,0.74,3.3672,5.0111,2.8999,359,2000
865,2002-Marin-Ross-G-Impartial.txt,77.6,0.8714,-0.1067,0.0015,0.0263,0.7524,3.3696,5.0279,2.9773,359,2002
867,2006-Marin-Ross-F-Impartial.txt,81.4,0.8776,-0.1644,0.002,0.0326,0.7771,3.3687,5.3619,3.1605,359,2006
868,2008-Marin-Ross-D-Impartial.txt,64.1,0.8775,-0.1795,0.0022,0.0358,0.7895,3.3749,5.3597,3.2015,359,2008
869,2010-Marin-Ross-G-Impartial.txt,74.1,0.8746,-0.1198,0.0025,0.0389,0.8019,3.3829,5.2336,3.1983,359,2010
872,2005-Marin-SanAnselmo-B-Impartial.txt,55.6,0.6692,-0.3434,0.0091,0.0498,0.5939,4.0825,5.0801,2.8429,362,2005
873,2009-Marin-SanAnselmo-F-Impartial.txt,39.7,0.6687,-0.3306,0.0082,0.0565,0.5973,4.088,5.0421,2.9436,362,2009
874,2010-Marin-SanAnselmo-B-Impartial.txt,75.9,0.6688,-0.3295,0.0079,0.0581,0.5982,4.0912,5.0535,2.9459,362,2010
875,2010-Marin-SanAnselmo-H-Impartial.txt,72.5,0.6688,-0.3295,0.0079,0.0581,0.5982,4.0912,5.0535,2.9459,362,2010
877,1996-Marin-Tiburon-C-Impartial.txt,46.6,0.6764,-0.0443,0.0085,0.0355,0.6696,3.9173,5.0865,2.4448,434,1996
883,2004-Merced-Atwater-Q-Impartial.txt,44.4,0.5644,0.0928,0.0438,0.4593,0.1225,4.4262,4.6348,2.1106,22,2004
884,2004-Merced-Livingston-G-Impartial.txt,53.1,0.6181,-0.1921,0.0054,0.7233,0.066,4.0559,4.6275,2.0834,231,2004
885,2006-Merced-Livingston-D-Impartial.txt,39.5,0.6181,-0.229,0.0051,0.7259,0.0678,4.0752,4.6361,2.3701,231,2006
887,2004-Merced-LosBanos-P-Impartial.txt,77.9,0.6575,-0.0181,0.0362,0.5622,0.0965,4.4861,4.7309,2.2921,242,2004
888,2002-Merced-MercedCity-B-Impartial.txt,33.3,0.4543,0.019,0.0597,0.43,0.1395,4.8208,4.5287,2.3796,260,2002
889,2004-Merced-MercedCity-H-Impartial.txt,61.9,0.4375,0.0297,0.059,0.4464,0.1431,4.8415,4.5537,2.4099,260,2004
890,2005-Merced-MercedCity-C-Impartial.txt,64.3,0.4383,0.0104,0.0586,0.4546,0.1449,4.8598,4.5527,2.5067,260,2005
898,1996-Mono-MammothLakes-A-Impartial.txt,58.1,0.4651,-0.0273,0.0025,0.1911,0.3257,3.792,4.6308,3.0374,248,1996
899,2002-Mono-MammothLakes-2002A-Impartial.txt,79.1,0.5136,-0.0539,0.0033,0.245,0.3381,3.8745,4.7815,3.1316,248,2002
900,2006-Mono-MammothLakes-S-Impartial.txt,44.4,0.4845,-0.1088,0.0034,0.2908,0.3349,3.8989,4.8856,3.3392,248,2006
901,2006-Mono-MammothLakes-T-Impartial.txt,58.9,0.4845,-0.1088,0.0034,0.2908,0.3349,3.8989,4.8856,3.3392,248,2006
902,2008-Mono-MammothLakes-R-Impartial.txt,71.8,0.4814,-0.1183,0.0035,0.3137,0.3334,3.9078,4.8953,3.359,248,2008
903,2010-Mono-MammothLakes-U-Impartial.txt,67.5,0.4852,-0.1161,0.0035,0.3367,0.3318,3.9156,4.8834,3.3674,248,2010
907,1997-Monterey-CarmelbytheSea-B-Impartial.txt,65.6,0.6002,-0.0066,0.004,0.0299,0.5274,3.606,4.8182,3.2662,65,1997
908,1998-Monterey-CarmelbytheSea-A-Impartial.txt,67.5,0.591,-0.017,0.0041,0.0298,0.5339,3.6086,4.8482,3.2889,65,1998
909,2006-Monterey-CarmelbytheSea-B-Impartial.txt,63.2,0.6014,-0.1213,0.0034,0.0398,0.6174,3.5842,4.977,3.4409,65,2006
911,2004-Monterey-DelReyOaks-B-Impartial.txt,71.2,0.7459,-0.1504,0.0127,0.0813,0.3705,3.2183,4.9198,2.5938,109,2004
912,2006-Monterey-DelReyOaks-D-Impartial.txt,56.6,0.7221,-0.1586,0.0111,0.0889,0.3842,3.206,4.9948,2.7689,109,2006
914,1996-Monterey-Marina-A-Impartial.txt,59.1,0.3953,-0.074,0.1567,0.1821,0.1538,4.2487,4.561,2.2383,252,1996
915,1998-Monterey-Marina-F-Impartial.txt,63.7,0.4212,-0.0991,0.148,0.207,0.1483,4.2659,4.6067,2.2704,252,1998
917,2004-Monterey-Marina-M-Impartial.txt,49.1,0.4335,-0.1257,0.1122,0.2481,0.176,4.2857,4.7395,2.4356,252,2004
918,2010-Monterey-Marina-M-Impartial.txt,62.7,0.4043,-0.1765,0.0717,0.2724,0.2257,4.2949,4.8157,2.6513,252,2010
919,2010-Monterey-Marina-N-Impartial.txt,72,0.4043,-0.1765,0.0717,0.2724,0.2257,4.2949,4.8157,2.6513,252,2010
922,2000-Monterey-Monterey-C-Impartial.txt,72.7,0.3852,-0.1279,0.0241,0.1086,0.4623,4.4727,4.7691,3.0016,271,2000
924,2004-Monterey-MontereyCity-K-Impartial.txt,49.1,0.3751,-0.1739,0.025,0.12,0.4684,4.4638,4.8218,2.9847,271,2004
